INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-05-02T02:00:00-00:00,2023-05-02T03:00:00-00:00,2023-05-01,20,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,74.07552,1
2023-05-02T04:00:00-00:00,2023-05-02T05:00:00-00:00,2023-05-01,22,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,60.46759,1
2023-05-01T16:00:00-00:00,2023-05-01T17:00:00-00:00,2023-05-01,10,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,30.39701,1
2023-05-01T07:00:00-00:00,2023-05-01T08:00:00-00:00,2023-05-01,1,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,29.45973,1
2023-05-02T01:00:00-00:00,2023-05-02T02:00:00-00:00,2023-05-01,19,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,54.43975,1
2023-05-01T23:00:00-00:00,2023-05-02T00:00:00-00:00,2023-05-01,17,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,26.00784,1
2023-05-01T22:00:00-00:00,2023-05-01T23:00:00-00:00,2023-05-01,16,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,21.76278,1
2023-05-01T11:00:00-00:00,2023-05-01T12:00:00-00:00,2023-05-01,5,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,30.70217,1
2023-05-01T18:00:00-00:00,2023-05-01T19:00:00-00:00,2023-05-01,12,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,20.99111,1
2023-05-02T06:00:00-00:00,2023-05-02T07:00:00-00:00,2023-05-01,24,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,44.92103,1
2023-05-01T08:00:00-00:00,2023-05-01T09:00:00-00:00,2023-05-01,2,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,29.44035,1
2023-05-02T03:00:00-00:00,2023-05-02T04:00:00-00:00,2023-05-01,21,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,75.32003,1
2023-05-01T20:00:00-00:00,2023-05-01T21:00:00-00:00,2023-05-01,14,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,16.07217,1
2023-05-02T00:00:00-00:00,2023-05-02T01:00:00-00:00,2023-05-01,18,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,37.83589,1
2023-05-01T21:00:00-00:00,2023-05-01T22:00:00-00:00,2023-05-01,15,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,15.44272,1
2023-05-02T05:00:00-00:00,2023-05-02T06:00:00-00:00,2023-05-01,23,0,FREMNT_1_N013,FREMNT_1_N013,FREMNT_1_N013,DAM,LMP,LMP_PRC,FREMNT_1_N013,ALL,1,51.22591,1
